Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Carroll, Eric","Farrell, Christopher",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Staten Island,11/2/2023 0:00,11/2/2023 0:00,floral,15.07
"Chen, Kathleen","Farrell, Christopher",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Staten Island,4/16/2024 0:00,4/16/2024 0:00,dairy,17.15
"Thompson, Matthew","Hoffman, Tina",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - DUMBO,9/26/2022 0:00,9/26/2022 0:00,customer service,18.44
"Chambers, Jeffrey","Cooper, Robert",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Bay Ridge,3/8/2023 0:00,3/8/2023 0:00,meats,12.12
"Sosa, David","Flores, Angela",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Whitestone,2/18/2024 0:00,2/18/2024 0:00,seafood,18.68
"Atkinson, Gary","Hoffman, Tina",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - DUMBO,12/27/2022 0:00,12/27/2022 0:00,seafood,14.42
"Jackson, Michael","Cooper, Robert",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - Bay Ridge,3/24/2023 0:00,3/24/2023 0:00,dairy,12.06
"Torres, Steven","Farrell, Christopher",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Staten Island,10/10/2023 0:00,10/10/2023 0:00,meats,14.62
"Thompson, Andrea","Ellis, Grant",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Tribeca,5/17/2023 0:00,5/17/2023 0:00,deli,13.56
"Chen, Kathleen","Farrell, Christopher",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Staten Island,5/13/2024 0:00,5/13/2024 0:00,floral,19.27
"Kramer, Veronica","Ellis, Grant",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Tribeca,10/31/2023 0:00,10/31/2023 0:00,seafood,13.05
"Pena, Johnathan","Farrell, Christopher",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Staten Island,8/12/2023 0:00,8/12/2023 0:00,frozen foods,12.98
"Gardner, Laura","Cooper, Robert",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Bay Ridge,1/21/2024 0:00,1/21/2024 0:00,cashier,12.04
"Nichols, Brandon","Ellis, Grant",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - Tribeca,11/8/2024 0:00,11/8/2024 0:00,meats,18.66
"Durham, Denise","Hoffman, Tina",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - DUMBO,4/27/2023 0:00,4/27/2023 0:00,floral,15.66
"Jackson, Michael","Hoffman, Tina",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - DUMBO,4/5/2023 0:00,4/5/2023 0:00,dry goods,16.04
"Bradley, Rita","Hoffman, Tina",rita.bradley@abcfoodmart.com,8/6/2023,ABC Foodmart - DUMBO,4/17/2024 0:00,4/17/2024 0:00,meats,13.66
"Herrera, Spencer","Hoffman, Tina",spencer.herrera@abcfoodmart.com,1/16/2023,ABC Foodmart - DUMBO,5/18/2023 0:00,5/18/2023 0:00,floral,15.12
"Burns, Kendra","Flores, Angela",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Whitestone,4/27/2023 0:00,4/27/2023 0:00,dry goods,13.33
"Dodson, Courtney","Flores, Angela",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - Whitestone,9/8/2023 0:00,9/8/2023 0:00,deli,16.64
"Walls, Kristen","Cooper, Robert",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Bay Ridge,8/25/2023 0:00,8/25/2023 0:00,dairy,14.19
"Thompson, Matthew","Hoffman, Tina",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - DUMBO,10/22/2022 0:00,10/22/2022 0:00,cashier,13.31
"Marquez, Jeffrey","Flores, Angela",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Whitestone,8/26/2023 0:00,8/26/2023 0:00,dairy,12.53
"Bennett, Alec","Flores, Angela",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Whitestone,2/21/2024 0:00,2/21/2024 0:00,pharmacy,16.93
"Manning, Maria","Ellis, Grant",maria.manning@abcfoodmart.com,11/16/2022,ABC Foodmart - Tribeca,3/20/2023 0:00,3/20/2023 0:00,customer service,19.61
"Burns, Kendra","Cooper, Robert",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Bay Ridge,5/16/2023 0:00,5/16/2023 0:00,seafood,19.14
"Brown, Lisa","Flores, Angela",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - Whitestone,4/3/2023 0:00,4/3/2023 0:00,dairy,18.12
"Garcia, Sarah","Flores, Angela",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Whitestone,7/19/2023 0:00,7/19/2023 0:00,seafood,16.26
"Thomas, Robert","Farrell, Christopher",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Staten Island,1/4/2023 0:00,1/4/2023 0:00,frozen foods,14.55
"Williams, Michael","Ellis, Grant",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Tribeca,12/28/2023 0:00,12/28/2023 0:00,floral,16.69
"Glover, Michelle","Cooper, Robert",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Bay Ridge,2/10/2023 0:00,2/10/2023 0:00,floral,15.27
"Gonzalez, Michele","Farrell, Christopher",michele.gonzalez@abcfoodmart.com,9/23/2023,ABC Foodmart - Staten Island,2/12/2024 0:00,2/12/2024 0:00,fresh produce,15.18
"Glover, Michelle","Hoffman, Tina",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - DUMBO,2/15/2023 0:00,2/15/2023 0:00,dry goods,13.63
"Gross, Andrew","Ellis, Grant",andrew.gross@abcfoodmart.com,4/30/2022,ABC Foodmart - Tribeca,11/13/2022 0:00,11/13/2022 0:00,meats,14.62
"Garcia, Sarah","Farrell, Christopher",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Staten Island,8/4/2023 0:00,8/4/2023 0:00,dairy,15.07
"Meyer, James","Hoffman, Tina",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - DUMBO,11/10/2022 0:00,11/10/2022 0:00,bakery,14.11
"Horton, Mark","Hoffman, Tina",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - DUMBO,7/5/2023 0:00,7/5/2023 0:00,deli,14.88
"Durham, Denise","Farrell, Christopher",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Staten Island,4/29/2023 0:00,4/29/2023 0:00,floral,17.72
"Jackson, Gary","Flores, Angela",gary.jackson@abcfoodmart.com,9/8/2022,ABC Foodmart - Whitestone,12/28/2022 0:00,12/28/2022 0:00,cashier,17.99
"Smith, Brandy","Ellis, Grant",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Tribeca,8/13/2024 0:00,8/13/2024 0:00,fresh produce,12.23
"Roach, Christine","Hoffman, Tina",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - DUMBO,5/21/2024 0:00,5/21/2024 0:00,frozen foods,14.34
"Carroll, Eric","Farrell, Christopher",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Staten Island,11/9/2023 0:00,11/9/2023 0:00,dry goods,15.45
"Horton, Ashley","Hoffman, Tina",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - DUMBO,8/31/2024 0:00,8/31/2024 0:00,meats,15.54
"Chambers, Jeffrey","Ellis, Grant",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Tribeca,3/28/2023 0:00,3/28/2023 0:00,pharmacy,15.93
"Wilson, Jill","Hoffman, Tina",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - DUMBO,9/26/2023 0:00,9/26/2023 0:00,meats,12.26
"Long, Kirsten","Farrell, Christopher",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Staten Island,6/30/2024 0:00,6/30/2024 0:00,fresh produce,15.2
"Payne, Samantha","Cooper, Robert",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Bay Ridge,1/2/2025 0:00,1/2/2025 0:00,dairy,19.47
"Nguyen, Richard","Cooper, Robert",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Bay Ridge,5/3/2023 0:00,5/3/2023 0:00,cashier,15.44
"Nichols, Mitchell","Farrell, Christopher",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - Staten Island,3/17/2023 0:00,3/17/2023 0:00,meats,17.13
"Werner, Kara","Flores, Angela",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Whitestone,4/5/2024 0:00,4/5/2024 0:00,dairy,12.18
"Kramer, Veronica","Farrell, Christopher",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Staten Island,11/5/2023 0:00,11/5/2023 0:00,pharmacy,14.57
"Garcia, Sarah","Farrell, Christopher",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Staten Island,8/14/2023 0:00,8/14/2023 0:00,meats,13.52
"Smith, Diana","Cooper, Robert",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - Bay Ridge,12/4/2023 0:00,12/4/2023 0:00,frozen foods,16.89
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Staten Island,1/3/2024 0:00,1/3/2024 0:00,deli,16.85
"Jordan, Carla","Hoffman, Tina",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - DUMBO,4/15/2024 0:00,4/15/2024 0:00,cashier,15.86
"Moyer, Steven","Farrell, Christopher",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Staten Island,3/9/2023 0:00,3/9/2023 0:00,cashier,15.22
"Meyer, James","Ellis, Grant",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Tribeca,12/4/2022 0:00,12/4/2022 0:00,seafood,16.32
"Hull, Shane","Ellis, Grant",shane.hull@abcfoodmart.com,1/9/2024,ABC Foodmart - Tribeca,6/26/2024 0:00,6/26/2024 0:00,floral,18.22
"Horton, Ashley","Hoffman, Tina",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - DUMBO,9/17/2024 0:00,9/17/2024 0:00,seafood,16.79
"Conrad, Frederick","Flores, Angela",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Whitestone,10/31/2024 0:00,10/31/2024 0:00,cashier,15.7
"Eric, Mr.","Cooper, Robert",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Bay Ridge,3/10/2023 0:00,3/10/2023 0:00,frozen foods,19.02
"Jones, Michael","Cooper, Robert",michael.jones@abcfoodmart.com,1/19/2023,ABC Foodmart - Bay Ridge,5/14/2023 0:00,5/14/2023 0:00,pharmacy,13.78
"Bryan, Mr.","Cooper, Robert",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - Bay Ridge,5/29/2024 0:00,5/29/2024 0:00,dairy,12.84
"Terri, Mrs.","Flores, Angela",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Whitestone,7/7/2023 0:00,7/7/2023 0:00,customer service,19.08
"Nichols, Brandon","Hoffman, Tina",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - DUMBO,11/19/2024 0:00,11/19/2024 0:00,fresh produce,13.82
"Hayes, Brandon","Farrell, Christopher",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Staten Island,1/26/2023 0:00,1/26/2023 0:00,frozen foods,17.14
"Henderson, Nancy","Farrell, Christopher",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - Staten Island,6/22/2024 0:00,6/22/2024 0:00,frozen foods,16.45
"Campbell, Bethany","Cooper, Robert",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - Bay Ridge,3/3/2024 0:00,3/3/2024 0:00,meats,19.22
"Durham, Denise","Cooper, Robert",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Bay Ridge,5/20/2023 0:00,5/20/2023 0:00,deli,12.07
"Tate, Harry","Farrell, Christopher",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Staten Island,4/22/2023 0:00,4/22/2023 0:00,dry goods,18.22
"Brown, Lisa","Ellis, Grant",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - Tribeca,4/19/2023 0:00,4/19/2023 0:00,dairy,18.1
"Nichols, Mitchell","Farrell, Christopher",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - Staten Island,4/6/2023 0:00,4/6/2023 0:00,customer service,16.27
"Wilson, Jill","Cooper, Robert",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Bay Ridge,10/4/2023 0:00,10/4/2023 0:00,frozen foods,17.49
"Thompson, Matthew","Farrell, Christopher",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Staten Island,11/14/2022 0:00,11/14/2022 0:00,meats,16.79
"Nguyen, Richard","Farrell, Christopher",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Staten Island,5/4/2023 0:00,5/4/2023 0:00,bakery,17.43
"Perry, Andrea","Farrell, Christopher",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Staten Island,3/7/2024 0:00,3/7/2024 0:00,frozen foods,18.53
"Martin, Monica","Ellis, Grant",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Tribeca,6/22/2024 0:00,6/22/2024 0:00,dairy,16.47
"Conrad, Frederick","Farrell, Christopher",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Staten Island,11/28/2024 0:00,11/28/2024 0:00,deli,15.49
"Galvan, Lori","Ellis, Grant",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - Tribeca,10/6/2022 0:00,10/6/2022 0:00,pharmacy,19.43
"Manning, Maria","Farrell, Christopher",maria.manning@abcfoodmart.com,11/16/2022,ABC Foodmart - Staten Island,4/17/2023 0:00,4/17/2023 0:00,seafood,15.66
"White, Kenneth","Hoffman, Tina",kenneth.white@abcfoodmart.com,1/22/2023,ABC Foodmart - DUMBO,1/20/2024 0:00,1/20/2024 0:00,dairy,17.6
"Blanchard, Ricky","Hoffman, Tina",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - DUMBO,10/6/2023 0:00,10/6/2023 0:00,floral,18.68
"Dodson, Courtney","Flores, Angela",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - Whitestone,9/17/2023 0:00,9/17/2023 0:00,fresh produce,19.9
"Foster, Kenneth","Farrell, Christopher",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - Staten Island,12/18/2023 0:00,12/18/2023 0:00,bakery,18.45
"Rogers, Mark","Farrell, Christopher",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Staten Island,11/13/2023 0:00,11/13/2023 0:00,meats,16.35
"Foster, Jennifer","Farrell, Christopher",jennifer.foster@abcfoodmart.com,6/15/2023,ABC Foodmart - Staten Island,3/23/2024 0:00,3/23/2024 0:00,bakery,15.75
"Gardner, Laura","Cooper, Robert",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Bay Ridge,2/10/2024 0:00,2/10/2024 0:00,pharmacy,18.31
"Blanchard, Ricky","Farrell, Christopher",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Staten Island,10/18/2023 0:00,10/18/2023 0:00,dairy,16.06
"Gardner, Laura","Hoffman, Tina",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - DUMBO,3/3/2024 0:00,3/3/2024 0:00,deli,16.79
"White, Kenneth","Flores, Angela",kenneth.white@abcfoodmart.com,1/22/2023,ABC Foodmart - Whitestone,1/30/2024 0:00,1/30/2024 0:00,seafood,16.62
"Carroll, Eric","Ellis, Grant",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Tribeca,11/19/2023 0:00,11/19/2023 0:00,meats,14.26
"Glover, Michelle","Flores, Angela",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Whitestone,2/22/2023 0:00,2/22/2023 0:00,deli,14.52
"Blanchard, Ricky","Farrell, Christopher",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Staten Island,11/13/2023 0:00,11/13/2023 0:00,meats,13.79
"Garcia, Sarah","Farrell, Christopher",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Staten Island,9/1/2023 0:00,9/1/2023 0:00,dairy,14.9
"Jackson, Michael","Ellis, Grant",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - Tribeca,4/20/2023 0:00,4/20/2023 0:00,bakery,16.03
"Colon, Lindsey","Farrell, Christopher",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Staten Island,10/10/2023 0:00,10/10/2023 0:00,frozen foods,15.36
"Herrera, Spencer","Farrell, Christopher",spencer.herrera@abcfoodmart.com,1/16/2023,ABC Foodmart - Staten Island,6/1/2023 0:00,6/1/2023 0:00,meats,17.55
"Jones, Evelyn","Cooper, Robert",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Bay Ridge,9/26/2024 0:00,9/26/2024 0:00,floral,19.5
"Jacobs, Brenda","Hoffman, Tina",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - DUMBO,9/26/2024 0:00,9/26/2024 0:00,deli,14.93
"Roach, Christine","Cooper, Robert",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Bay Ridge,5/30/2024 0:00,5/30/2024 0:00,customer service,19.99
"Waters, Julie","Farrell, Christopher",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Staten Island,12/9/2023 0:00,12/9/2023 0:00,floral,15.41
"Thomas, Robert","Farrell, Christopher",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Staten Island,2/1/2023 0:00,2/1/2023 0:00,customer service,16.96
"Smith, Diana","Hoffman, Tina",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - DUMBO,1/1/2024 0:00,1/1/2024 0:00,fresh produce,20.19
"Walters, Jay","Farrell, Christopher",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - Staten Island,10/30/2024 0:00,10/30/2024 0:00,fresh produce,19.65
"Jackson, Gary","Farrell, Christopher",gary.jackson@abcfoodmart.com,9/8/2022,ABC Foodmart - Staten Island,1/23/2023 0:00,1/23/2023 0:00,pharmacy,16.28
"Alvarez, Brenda","Hoffman, Tina",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - DUMBO,7/20/2024 0:00,7/20/2024 0:00,floral,13.52
"Hughes, Christopher","Flores, Angela",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Whitestone,4/26/2023 0:00,4/26/2023 0:00,meats,15.65
"Thomas, Robert","Flores, Angela",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Whitestone,2/27/2023 0:00,2/27/2023 0:00,meats,12.06
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,5/13/2023 0:00,5/13/2023 0:00,cashier,16.81
"Glover, Michelle","Flores, Angela",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Whitestone,3/11/2023 0:00,3/11/2023 0:00,fresh produce,14.06
"Jackson, Gary","Ellis, Grant",gary.jackson@abcfoodmart.com,9/8/2022,ABC Foodmart - Tribeca,1/31/2023 0:00,1/31/2023 0:00,fresh produce,13.64
"Moon, James","Farrell, Christopher",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Staten Island,2/23/2024 0:00,2/23/2024 0:00,bakery,16.12
"Moon, James","Hoffman, Tina",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - DUMBO,3/5/2024 0:00,3/5/2024 0:00,dairy,18.84
"Jordan, Carla","Cooper, Robert",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Bay Ridge,4/28/2024 0:00,4/28/2024 0:00,seafood,18.05
"Eric, Mr.","Farrell, Christopher",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Staten Island,4/3/2023 0:00,4/3/2023 0:00,deli,14.56
"Pena, Johnathan","Hoffman, Tina",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - DUMBO,8/13/2023 0:00,8/13/2023 0:00,deli,15.09
"Horton, Ashley","Cooper, Robert",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Bay Ridge,10/13/2024 0:00,10/13/2024 0:00,floral,19.99
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Staten Island,8/30/2023 0:00,8/30/2023 0:00,seafood,17.41
"Gardner, Laura","Hoffman, Tina",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - DUMBO,3/26/2024 0:00,3/26/2024 0:00,dry goods,18.56
"Smith, Brandy","Cooper, Robert",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Bay Ridge,9/7/2024 0:00,9/7/2024 0:00,deli,15.1
"Warren, Timothy","Flores, Angela",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Whitestone,9/21/2023 0:00,9/21/2023 0:00,deli,18.77
"Thomas, Robert","Hoffman, Tina",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - DUMBO,3/18/2023 0:00,3/18/2023 0:00,frozen foods,18.74
"Shah, Amanda","Ellis, Grant",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - Tribeca,5/31/2024 0:00,5/31/2024 0:00,fresh produce,19.51
"Durham, Denise","Ellis, Grant",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Tribeca,6/4/2023 0:00,6/4/2023 0:00,frozen foods,16.82
"Hughes, Christopher","Ellis, Grant",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Tribeca,4/30/2023 0:00,4/30/2023 0:00,fresh produce,16.49
"Mckinney, Marcus","Flores, Angela",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Whitestone,7/4/2023 0:00,7/4/2023 0:00,frozen foods,13.11
"Vasquez, Peter","Ellis, Grant",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Tribeca,6/20/2023 0:00,6/20/2023 0:00,meats,19.22
"Spears, Erin","Flores, Angela",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Whitestone,4/5/2024 0:00,4/5/2024 0:00,floral,13.26
"Harrell, Angie","Flores, Angela",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Whitestone,2/5/2024 0:00,2/5/2024 0:00,customer service,12.79
"Randolph, Emily","Cooper, Robert",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - Bay Ridge,11/2/2023 0:00,11/2/2023 0:00,bakery,15.62
"Jones, Evelyn","Farrell, Christopher",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Staten Island,9/30/2024 0:00,9/30/2024 0:00,frozen foods,14.5
"Torres, Steven","Flores, Angela",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Whitestone,10/27/2023 0:00,10/27/2023 0:00,pharmacy,12.47
"Kramer, Veronica","Flores, Angela",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Whitestone,11/11/2023 0:00,11/11/2023 0:00,seafood,19.79
"Love, Thomas","Hoffman, Tina",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - DUMBO,10/29/2024 0:00,10/29/2024 0:00,floral,17.52
"Mckinney, Marcus","Flores, Angela",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Whitestone,7/24/2023 0:00,7/24/2023 0:00,dry goods,15.82
"Tate, Harry","Ellis, Grant",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Tribeca,5/13/2023 0:00,5/13/2023 0:00,dairy,17.56
"Galvan, Lori","Hoffman, Tina",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - DUMBO,10/9/2022 0:00,10/9/2022 0:00,dairy,16.53
"Thomas, Robert","Ellis, Grant",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Tribeca,4/2/2023 0:00,4/2/2023 0:00,dairy,15.18
"Thomas, Robert","Cooper, Robert",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Bay Ridge,4/30/2023 0:00,4/30/2023 0:00,dry goods,14.98
"Harrell, Angie","Cooper, Robert",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Bay Ridge,2/9/2024 0:00,2/9/2024 0:00,bakery,12.59
"Waters, Julie","Cooper, Robert",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Bay Ridge,12/10/2023 0:00,12/10/2023 0:00,seafood,15.56
"Gardner, Laura","Cooper, Robert",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Bay Ridge,4/15/2024 0:00,4/15/2024 0:00,bakery,18.02
"Gardner, Laura","Hoffman, Tina",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - DUMBO,5/7/2024 0:00,5/7/2024 0:00,dairy,14.41
"Woods, Marcus","Hoffman, Tina",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - DUMBO,8/25/2024 0:00,8/25/2024 0:00,seafood,14.02
"Tate, Harry","Hoffman, Tina",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - DUMBO,6/11/2023 0:00,6/11/2023 0:00,dairy,16.16
"Bradley, Rita","Farrell, Christopher",rita.bradley@abcfoodmart.com,8/6/2023,ABC Foodmart - Staten Island,4/23/2024 0:00,4/23/2024 0:00,dairy,18.11
"Foster, Jennifer","Hoffman, Tina",jennifer.foster@abcfoodmart.com,6/15/2023,ABC Foodmart - DUMBO,3/29/2024 0:00,3/29/2024 0:00,floral,15.07
"Henderson, Nancy","Hoffman, Tina",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - DUMBO,6/24/2024 0:00,6/24/2024 0:00,seafood,14.22
"Terri, Mrs.","Ellis, Grant",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Tribeca,7/21/2023 0:00,7/21/2023 0:00,pharmacy,17.79
"Day, Natasha","Flores, Angela",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - Whitestone,12/12/2023 0:00,12/12/2023 0:00,fresh produce,14.16
"Myers, Gary","Flores, Angela",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Whitestone,2/17/2024 0:00,2/17/2024 0:00,dry goods,18.36
"Wilson, Jill","Cooper, Robert",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Bay Ridge,10/11/2023 0:00,10/11/2023 0:00,frozen foods,12.59
"Hayes, Brandon","Flores, Angela",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Whitestone,2/17/2023 0:00,2/17/2023 0:00,frozen foods,15.52
"Martin, Monica","Farrell, Christopher",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Staten Island,7/14/2024 0:00,7/14/2024 0:00,seafood,13.48
"Blanchard, Ricky","Ellis, Grant",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Tribeca,11/28/2023 0:00,11/28/2023 0:00,dry goods,14.84
